Roll,Pitch,Label
51.82,7.71,slouch
51.81,7.66,slouch
51.78,7.66,slouch
51.77,7.71,slouch
51.79,7.77,slouch
51.80,7.71,slouch
51.80,7.73,slouch
51.81,7.76,slouch
51.81,7.70,slouch
51.78,7.69,slouch
51.72,7.70,slouch
51.69,7.73,slouch
51.70,7.69,slouch
51.70,7.68,slouch
51.68,7.69,slouch
51.68,7.76,slouch
51.67,7.84,slouch
51.67,7.94,slouch
51.72,7.99,slouch
51.73,7.97,slouch
51.73,7.90,slouch
51.73,7.89,slouch
51.68,7.84,slouch
51.65,7.78,slouch
51.62,7.80,slouch
51.57,7.81,slouch
51.60,7.84,slouch
51.58,7.84,slouch
51.62,7.85,slouch
51.61,7.79,slouch
51.57,7.82,slouch
51.52,7.74,slouch
51.50,7.73,slouch
51.49,7.73,slouch
51.53,7.68,slouch
51.54,7.68,slouch
51.56,7.70,slouch
51.63,7.67,slouch
51.64,7.59,slouch
51.64,7.56,slouch
51.67,7.50,slouch
51.63,7.53,slouch
51.54,7.48,slouch
51.44,7.50,slouch
51.46,7.52,slouch
51.53,7.51,slouch
51.58,7.53,slouch
51.61,7.57,slouch
51.63,7.59,slouch
51.64,7.62,slouch
51.62,7.65,slouch
51.64,7.69,slouch
51.66,7.73,slouch
51.58,7.79,slouch
51.53,7.85,slouch
51.50,7.86,slouch
51.47,7.86,slouch
51.47,7.88,slouch
51.51,7.85,slouch
51.53,7.87,slouch
51.50,7.83,slouch
51.56,7.84,slouch
51.62,7.82,slouch
51.55,7.84,slouch
51.57,7.88,slouch
51.49,7.90,slouch
51.44,7.85,slouch
51.42,7.82,slouch
51.39,7.83,slouch
51.44,7.80,slouch
51.42,7.78,slouch
51.41,7.83,slouch
51.45,7.84,slouch
51.48,7.86,slouch
51.43,7.81,slouch
51.47,7.84,slouch
51.47,7.82,slouch
51.51,7.81,slouch
51.47,7.82,slouch
51.42,7.81,slouch
51.42,7.81,slouch
51.38,7.81,slouch
51.35,7.89,slouch
51.39,7.85,slouch
51.40,7.90,slouch
51.40,7.86,slouch
51.45,7.88,slouch
51.45,7.85,slouch
51.48,7.85,slouch
51.49,7.87,slouch
51.48,7.89,slouch
51.53,7.86,slouch
51.54,7.88,slouch
51.50,7.86,slouch
51.56,7.82,slouch
51.55,7.77,slouch
