Roll,Pitch,Label
64.77,16.23,slouch
64.84,16.28,slouch
64.93,16.34,slouch
64.96,16.36,slouch
65.00,16.39,slouch
65.05,16.39,slouch
65.04,16.44,slouch
65.02,16.49,slouch
65.03,16.52,slouch
65.03,16.52,slouch
64.99,16.62,slouch
64.84,16.68,slouch
64.80,16.65,slouch
64.69,16.67,slouch
64.77,16.58,slouch
64.87,16.42,slouch
65.00,16.30,slouch
65.07,16.21,slouch
65.04,16.13,slouch
65.00,16.05,slouch
64.84,16.06,slouch
64.91,15.99,slouch
64.85,16.00,slouch
64.82,16.03,slouch
64.78,16.05,slouch
64.71,16.03,slouch
64.76,16.01,slouch
64.71,16.01,slouch
64.70,16.03,slouch
64.71,16.07,slouch
64.67,16.09,slouch
64.66,16.12,slouch
64.65,16.12,slouch
64.65,16.15,slouch
64.66,16.16,slouch
64.72,16.12,slouch
64.66,16.14,slouch
64.74,16.24,slouch
65.02,16.22,slouch
65.04,16.20,slouch
64.93,16.19,slouch
64.83,16.24,slouch
64.79,16.23,slouch
64.81,16.22,slouch
64.91,16.14,slouch
64.90,16.12,slouch
64.88,16.10,slouch
64.85,16.14,slouch
64.75,16.18,slouch
64.72,16.14,slouch
64.64,16.19,slouch
64.63,16.22,slouch
64.71,16.22,slouch
64.76,16.23,slouch
64.85,16.23,slouch
64.85,16.23,slouch
64.85,16.23,slouch
64.78,16.29,slouch
64.70,16.34,slouch
64.68,16.34,slouch
64.71,16.33,slouch
64.65,16.34,slouch
64.55,16.40,slouch
64.51,16.36,slouch
64.46,16.41,slouch
64.54,16.44,slouch
64.50,16.50,slouch
64.44,16.53,slouch
64.43,16.53,slouch
64.46,16.53,slouch
64.50,16.50,slouch
64.58,16.47,slouch
64.66,16.51,slouch
64.78,16.44,slouch
64.86,16.39,slouch
64.91,16.36,slouch
64.96,16.32,slouch
64.93,16.31,slouch
64.94,16.33,slouch
64.93,16.29,slouch
64.85,16.27,slouch
64.82,16.29,slouch
64.86,16.24,slouch
64.77,16.25,slouch
64.73,16.28,slouch
64.70,16.30,slouch
64.67,16.29,slouch
64.49,16.37,slouch
64.40,16.44,slouch
64.26,16.49,slouch
64.17,16.54,slouch
64.09,16.58,slouch
64.07,16.51,slouch
64.08,16.52,slouch
64.12,16.47,slouch
64.13,16.37,slouch
64.24,16.27,slouch
64.39,16.13,slouch
64.49,16.03,slouch
64.48,15.95,slouch
64.57,15.89,slouch
64.60,15.86,slouch
64.60,15.88,slouch
64.61,15.93,slouch
64.48,16.05,slouch
64.38,16.15,slouch
64.27,16.32,slouch
64.19,16.44,slouch
64.12,16.52,slouch
64.03,16.62,slouch
63.92,16.74,slouch
63.87,16.79,slouch
63.86,16.77,slouch
63.85,16.74,slouch
63.94,16.70,slouch
63.96,16.67,slouch
63.97,16.62,slouch
63.97,16.56,slouch
63.91,16.52,slouch
63.89,16.44,slouch
63.99,16.32,slouch
64.08,16.25,slouch
64.09,16.24,slouch
64.10,16.15,slouch
64.10,16.07,slouch
64.09,16.03,slouch
64.06,16.00,slouch
64.00,16.00,slouch
64.03,16.02,slouch
64.03,15.99,slouch
64.10,16.03,slouch
64.10,16.14,slouch
64.11,16.26,slouch
64.07,16.34,slouch
64.01,16.39,slouch
63.99,16.40,slouch
63.98,16.41,slouch
64.00,16.43,slouch
63.95,16.47,slouch
63.85,16.50,slouch
63.78,16.53,slouch
63.65,16.62,slouch
63.58,16.65,slouch
63.46,16.68,slouch
63.36,16.68,slouch
63.28,16.62,slouch
63.22,16.61,slouch
63.18,16.54,slouch
63.22,16.50,slouch
63.26,16.48,slouch
63.37,16.42,slouch
63.50,16.31,slouch
63.65,16.18,slouch
63.81,16.10,slouch
64.09,15.98,slouch
64.35,15.96,slouch
64.46,15.94,slouch
64.55,16.01,slouch
64.47,16.15,slouch
64.41,16.33,slouch
64.22,16.49,slouch
64.10,16.72,slouch
63.97,16.94,slouch
63.75,17.28,slouch
63.61,17.45,slouch
63.52,17.60,slouch
63.46,17.73,slouch
63.41,17.84,slouch
63.41,17.86,slouch
63.39,17.86,slouch
63.40,17.79,slouch
63.39,17.74,slouch
63.40,17.67,slouch
63.43,17.60,slouch
63.45,17.48,slouch
63.51,17.30,slouch
63.55,17.12,slouch
63.57,16.94,slouch
63.58,16.72,slouch
63.71,16.54,slouch
63.73,16.40,slouch
63.83,16.30,slouch
63.78,16.27,slouch
63.84,16.20,slouch
63.90,16.09,slouch
63.85,16.08,slouch
63.80,16.07,slouch
63.74,16.09,slouch
63.63,16.16,slouch
63.52,16.22,slouch
63.47,16.24,slouch
63.38,16.31,slouch
63.31,16.35,slouch
63.28,16.30,slouch
63.27,16.26,slouch
