Roll,Pitch,Label
75.13,6.30,upright
75.22,6.31,upright
75.29,6.37,upright
75.50,6.33,upright
75.68,6.26,upright
75.83,6.17,upright
75.89,6.10,upright
75.95,6.03,upright
76.06,5.88,upright
76.19,5.72,upright
76.25,5.59,upright
76.20,5.51,upright
76.05,5.44,upright
75.91,5.34,upright
75.83,5.32,upright
75.85,5.38,upright
76.09,5.36,upright
76.25,5.28,upright
76.40,5.27,upright
76.55,5.31,upright
76.76,5.32,upright
76.82,5.38,upright
76.90,5.45,upright
77.02,5.40,upright
76.99,5.39,upright
77.02,5.47,upright
77.04,5.55,upright
77.17,5.62,upright
77.28,5.62,upright
77.24,5.72,upright
77.18,5.77,upright
77.03,5.80,upright
77.02,5.77,upright
76.92,5.73,upright
76.77,5.71,upright
76.63,5.66,upright
76.50,5.64,upright
76.46,5.54,upright
76.25,5.53,upright
76.10,5.41,upright
75.97,5.37,upright
75.83,5.39,upright
75.71,5.34,upright
75.65,5.25,upright
75.65,5.11,upright
75.70,4.95,upright
75.77,4.72,upright
75.82,4.60,upright
75.84,4.57,upright
75.85,4.57,upright
75.87,4.55,upright
75.84,4.60,upright
75.80,4.70,upright
75.82,4.83,upright
75.87,4.91,upright
75.86,5.03,upright
75.81,5.13,upright
75.80,5.17,upright
75.81,5.26,upright
75.92,5.34,upright
76.02,5.39,upright
76.12,5.50,upright
76.28,5.51,upright
76.47,5.53,upright
76.68,5.53,upright
76.69,5.56,upright
76.59,5.60,upright
76.47,5.64,upright
76.38,5.63,upright
76.29,5.66,upright
76.28,5.67,upright
76.27,5.63,upright
76.25,5.60,upright
76.18,5.60,upright
76.06,5.62,upright
76.00,5.60,upright
76.01,5.55,upright
75.96,5.47,upright
76.04,5.36,upright
76.02,5.32,upright
75.90,5.28,upright
75.94,5.19,upright
75.91,5.15,upright
75.77,5.13,upright
75.62,5.13,upright
75.58,5.16,upright
75.54,5.21,upright
75.54,5.21,upright
75.56,5.19,upright
75.62,5.19,upright
75.70,5.15,upright
75.78,5.12,upright
75.89,5.07,upright
76.03,4.95,upright
76.15,4.86,upright
76.32,4.71,upright
76.48,4.66,upright
76.55,4.61,upright
76.61,4.59,upright
76.60,4.68,upright
76.54,4.77,upright
76.39,4.83,upright
76.23,4.93,upright
76.21,5.08,upright
76.11,5.19,upright
76.05,5.24,upright
75.97,5.30,upright
75.90,5.33,upright
75.94,5.34,upright
76.01,5.31,upright
76.06,5.28,upright
76.15,5.20,upright
76.10,5.13,upright
76.16,5.08,upright
76.15,5.01,upright
76.26,4.92,upright
76.27,4.90,upright
76.28,4.89,upright
76.36,4.80,upright
